energy_eV_minus_EF,dos_states_per_eV_per_atom
-4.135338,0.52685654
-4.085213,0.30169523
-4.035088,0.42396465
-3.984962,0.48449847
-3.934837,0.44077778
-3.884712,0.3988646
-3.834586,0.37697491
-3.784461,0.47108361
-3.734336,0.57109731
-3.684211,0.39331102
-3.634085,0.43200943
-3.583960,0.49707097
-3.533835,0.40131909
-3.483709,0.36026043
-3.433584,0.36898229
-3.383459,0.62413853
-3.333333,0.58210838
-3.283208,0.27673659
-3.233083,0.28585401
-3.182957,0.45981741
-3.132832,0.63536358
-3.082707,0.45418924
-3.032582,0.36075267
-2.982456,0.4324441
-2.932331,0.51010901
-2.882205,0.52776808
-2.832080,0.45650592
-2.781955,0.44161722
-2.731830,0.42659801
-2.681704,0.3897253
-2.631579,0.44000804
-2.581454,0.41776457
-2.531328,0.43346626
-2.481203,0.45132461
-2.431078,0.48403412
-2.380952,0.61318487
-2.330827,0.69927472
-2.280702,0.71008027
-2.230577,0.51433295
-2.180451,0.37022948
-2.130326,0.48405501
-2.080200,0.59006286
-2.030075,0.54491693
-1.979950,0.45087865
-1.929825,0.30820674
-1.879699,0.29192811
-1.829574,0.34667543
-1.779449,0.57538396
-1.729323,0.67685032
-1.679198,0.66932875
-1.629073,0.51103264
-1.578947,0.50450891
-1.528822,0.55408877
-1.478697,0.47479692
-1.428571,0.56135386
-1.378446,0.40391985
-1.328321,0.24133591
-1.278196,0.1727713
-1.228070,0.10127389
-1.177945,0.046029035
-1.127820,0.045953445
-1.077694,0.10071651
-1.027569,0.15010627
-0.977444,0.18356718
-0.927318,0.2219741
-0.877193,0.15900613
-0.827068,0.17280482
-0.776942,0.2094041
-0.726817,0.26603019
-0.676692,0.32859188
-0.626566,0.17429413
-0.576441,0.071882457
-0.526316,0.12092905
-0.476190,0.17190073
-0.426065,0.17494497
-0.375940,0.14594364
-0.325815,0.13170427
-0.275689,0.073971808
-0.225564,0.014084294
-0.175439,0.039048862
-0.125313,0.087117709
-0.075188,0.061870217
-0.025063,0.078959584
0.025063,0.11425378
0.075188,0.15912361
0.125313,0.16510992
0.175439,0.18982846
0.225564,0.15885907
0.275689,0.19237508
0.325815,0.18831991
0.375940,0.15869802
0.426065,0.17661032
0.476190,0.19115978
0.526316,0.28885856
0.576441,0.31152844
0.626566,0.22038908
0.676692,0.34845322
0.726817,0.34686711
0.776942,0.37139323
0.827068,0.40326709
0.877193,0.36163896
0.927318,0.26039922
0.977444,0.32927892
1.027569,0.48272669
1.077694,0.44998106
1.127820,0.34278089
1.177945,0.50651747
1.228070,0.71817106
1.278196,0.74974227
1.328321,0.40569389
1.378446,0.44307011
1.428571,0.38909644
1.478697,0.20670734
1.528822,0.23929669
1.578947,0.34963107
1.629073,0.25044137
1.679198,0.20434585
1.729323,0.26329949
1.779449,0.2493753
1.829574,0.20784436
1.879699,0.3482056
1.929825,0.34827521
1.979950,0.1240738
2.030075,0.18851481
2.080200,0.29996088
2.130326,0.18227209
2.180451,0.34428596
2.230577,0.46279255
2.280702,0.47638115
2.330827,0.46236631
2.380952,0.3134858
2.431078,0.16643387
2.481203,0.18210699
2.531328,0.23702775
2.581454,0.25272956
2.631579,0.20819598
2.681704,0.09542229
2.731830,0.18835287
2.781955,0.28862596
2.832080,0.45976248
2.882205,0.63598865
2.932331,0.86612046
2.982456,0.7536577
3.032582,0.53514385
3.082707,0.48873162
3.132832,0.50128084
3.182957,0.53810632
3.233083,0.62252206
3.283208,0.84179491
3.333333,0.97999293
3.383459,0.96049058
3.433584,0.89055109
3.483709,0.85338408
3.533835,0.75275242
3.583960,0.74281311
3.634085,1.1316662
3.684211,1.4150364
3.734336,1.1985952
3.784461,1.0625947
3.834586,0.78291547
3.884712,0.70921534
3.934837,0.59090024
3.984962,0.35972813
4.035088,0.22239019
4.085213,0.34917167
4.135338,0.18276221
4.185463,0.032418489
4.235589,0.0017339617
4.285714,1.3088618e-05
4.335840,0
4.385965,1.0770361e-05
4.436090,0.00068358326
4.486216,0.0031802612
4.536341,0.016268091
4.586466,0.049350537
4.636591,0.099392094
4.686717,0.1156266
4.736842,0.1031886
4.786967,0.065093666
4.837093,0.044856302
4.887218,0.027484093
4.937343,0.022720082
4.987469,0.054491639
5.037594,0.075246796
5.087719,0.16903204
5.137845,0.16860974
5.187970,0.10087178
5.238095,0.089635618
5.288220,0.10295647
5.338346,0.13209097
5.388471,0.14730614
5.438597,0.17392221
5.488722,0.1693352
5.538847,0.11164521
5.588973,0.076757178
5.639098,0.090770833
5.689223,0.10478281
5.739348,0.16907273
5.789474,0.20015328
5.839599,0.18681461
5.889724,0.14506422
5.939850,0.13244538
5.989975,0.14678322
6.040100,0.12197342
6.090226,0.093716666
6.140351,0.09250658
6.190476,0.10519376
6.240602,0.12421648
6.290727,0.13608071
6.340852,0.065608785
6.390977,0.050970618
6.441103,0.07450214
6.491228,0.092828564
6.541353,0.12060411
6.591479,0.10678481
6.641604,0.098493792
6.691730,0.10086009
6.741855,0.11999574
6.791980,0.16758421
6.842105,0.15167134
6.892231,0.15863852
6.942356,0.1435737
6.992481,0.11213306
7.042606,0.10883269
7.092732,0.14184381
7.142857,0.10798973
7.192983,0.080959521
7.243108,0.091186203
7.293233,0.10784493
7.343359,0.07726901
7.393484,0.027989781
7.443609,0.0029579329
7.493734,3.7303378e-06
7.543859,0
7.593985,0
7.644110,0
7.694236,0
7.744361,0
7.794486,0
7.844612,0
7.894737,0
7.944862,0
7.994987,0
8.045113,0
8.095238,0
8.145364,0
8.195489,0
8.245614,0
8.295739,0
8.345864,0
8.395990,0
8.446115,0
8.496241,0
8.546366,0
