energy_eV_minus_EF,dos_states_per_eV_per_atom
-2.130326,0.58146238
-2.080200,0.65797573
-2.030075,0.65115166
-1.979950,0.63363367
-1.929825,0.60143673
-1.879699,0.57597655
-1.829574,0.55342662
-1.779449,0.5121367
-1.729323,0.48412436
-1.679198,0.46516442
-1.629073,0.47707564
-1.578947,0.43570873
-1.528822,0.39073005
-1.478697,0.37231752
-1.428571,0.33494988
-1.378446,0.28873885
-1.328321,0.26044044
-1.278196,0.21330811
-1.228070,0.20705812
-1.177945,0.22215991
-1.127820,0.2218677
-1.077694,0.18922609
-1.027569,0.11522174
-0.977444,0.092402354
-0.927318,0.10294621
-0.877193,0.1072517
-0.827068,0.096644819
-0.776942,0.10577713
-0.726817,0.12909743
-0.676692,0.16506879
-0.626566,0.13397348
-0.576441,0.10701954
-0.526316,0.09509252
-0.476190,0.069835655
-0.426065,0.092066698
-0.375940,0.12805477
-0.325815,0.13768266
-0.275689,0.11895204
-0.225564,0.1298718
-0.175439,0.17801438
-0.125313,0.20302816
-0.075188,0.19352472
-0.025063,0.20938811
0.025063,0.21687277
0.075188,0.24240112
0.125313,0.24795485
0.175439,0.24128978
0.225564,0.23382543
0.275689,0.22985291
0.325815,0.21779506
0.375940,0.19565096
0.426065,0.16981763
0.476190,0.15195014
0.526316,0.13863905
0.576441,0.11564484
0.626566,0.13001677
0.676692,0.13796338
0.726817,0.11833956
0.776942,0.11332671
0.827068,0.14059009
0.877193,0.13408466
0.927318,0.15289117
0.977444,0.19505118
1.027569,0.20902289
1.077694,0.22398981
1.127820,0.2489018
1.177945,0.29700354
1.228070,0.372879
1.278196,0.38455573
1.328321,0.40855604
1.378446,0.46557036
1.428571,0.53303283
1.478697,0.56040549
1.528822,0.5394997
1.578947,0.56679106
1.629073,0.56309587
1.679198,0.55079919
1.729323,0.53834999
1.779449,0.47631523
1.829574,0.42264307
1.879699,0.38806424
1.929825,0.36615112
1.979950,0.32848504
2.030075,0.29367834
2.080200,0.25860801
2.130326,0.19820964
2.180451,0.18742013
2.230577,0.14451557
2.280702,0.13540401
2.330827,0.11325432
2.380952,0.10392675
2.431078,0.12961277
2.481203,0.16928385
2.531328,0.17692928
2.581454,0.18683319
2.631579,0.2284818
2.681704,0.29492635
2.731830,0.28659093
2.781955,0.31287301
2.832080,0.33085766
2.882205,0.39139655
2.932331,0.43606064
2.982456,0.41473168
3.032582,0.4361535
3.082707,0.4932805
3.132832,0.51852864
3.182957,0.63061231
3.233083,0.75356168
3.283208,0.78957433
3.333333,0.8595944
3.383459,0.9110533
3.433584,0.997684
3.483709,1.0367883
3.533835,1.1218449
3.583960,1.1494045
3.634085,1.1032196
3.684211,1.0083534
3.734336,0.94069058
3.784461,0.82951361
3.834586,0.69992882
3.884712,0.63198864
3.934837,0.55753654
3.984962,0.47289357
4.035088,0.39102572
4.085213,0.29880592
4.135338,0.21755701
4.185463,0.14028946
4.235589,0.10560776
4.285714,0.088272557
4.335840,0.062137723
4.385965,0.048855506
4.436090,0.034721207
4.486216,0.037545044
4.536341,0.045105949
4.586466,0.050855648
4.636591,0.033324264
4.686717,0.018509369
4.736842,0.049449578
4.786967,0.069786116
4.837093,0.082120359
4.887218,0.091712013
4.937343,0.079291046
4.987469,0.085388727
5.037594,0.096626863
5.087719,0.13067271
5.137845,0.12942174
5.187970,0.12499974
5.238095,0.14035882
5.288220,0.14028277
5.338346,0.12110773
5.388471,0.1158783
5.438597,0.10775009
5.488722,0.097171962
5.538847,0.11223441
5.588973,0.13333085
5.639098,0.13272299
5.689223,0.13907778
5.739348,0.12976456
5.789474,0.1289202
5.839599,0.11187018
5.889724,0.10761884
5.939850,0.11894164
5.989975,0.12457289
6.040100,0.12548757
6.090226,0.12271076
6.140351,0.13450681
6.190476,0.1223778
6.240602,0.12043229
6.290727,0.13663588
6.340852,0.14366995
6.390977,0.10858007
6.441103,0.11461103
6.491228,0.16012068
6.541353,0.17209484
6.591479,0.16967191
6.641604,0.16331485
6.691730,0.16882962
6.741855,0.17457022
6.791980,0.16023287
6.842105,0.14693604
6.892231,0.16197446
6.942356,0.17071417
6.992481,0.17452604
7.042606,0.18418211
7.092732,0.18363571
7.142857,0.21207565
7.192983,0.2502338
7.243108,0.25928342
7.293233,0.2585341
7.343359,0.26167759
7.393484,0.24404976
7.443609,0.2108988
7.493734,0.17496704
7.543859,0.18782991
7.593985,0.17125113
7.644110,0.12254508
7.694236,0.11074999
7.744361,0.094685875
7.794486,0.067991339
7.844612,0.040964272
7.894737,0.031061472
7.944862,0.030916335
7.994987,0.02736282
8.045113,0.015185266
8.095238,0.0070397188
8.145364,0.0022311974
8.195489,0.0014046321
8.245614,0.001674013
8.295739,0.0017928373
8.345864,0.00047481421
8.395990,-3.843899e-05
8.446115,0.00097864412
8.496241,0.00091662211
8.546366,-0.00038697704
8.596491,-6.071023e-05
8.646617,-0.00095057546
8.696742,-0.00064454874
8.746867,-0.00022307034
8.796992,0.00038256808
8.847117,0.0016844972
8.897243,0.0015106266
8.947369,0.0005096519
8.997494,0.00035474068
9.047619,7.2129216e-05
9.097744,0.00065246708
9.147870,-0.0013952
9.197995,-0.00024911558
9.248120,0.00093444245
9.298245,0.0032174843
9.348371,0.0047007794
9.398497,0.0036721989
9.448622,0.0061217202
9.498747,0.0056966119
9.548872,0.0041045742
9.598997,0.0047063055
9.649123,0.0063930382
9.699248,0.0054735015
9.749373,0.0056665069
9.799499,0.007268698
9.849624,0.0063931942
9.899750,0.0074660629
9.949875,0.0073347026
10.000000,0.010039755
