energy_eV_minus_EF,dos_states_per_eV_per_atom
-0.125313,0.003485607
-0.075188,1.031126e-05
-0.025063,0
0.025063,0
0.075188,0
0.125313,0
0.175439,0
0.225564,0
0.275689,0
0.325815,3.1799435e-05
0.375940,0.008198306
0.426065,0.13900247
0.476190,0.34328893
0.526316,0.17443377
0.576441,0.26040736
0.626566,0.3538613
0.676692,0.38296205
0.726817,0.3615557
0.776942,0.10952866
0.827068,0.039052367
0.877193,0.26877767
0.927318,0.5186488
0.977444,0.45816678
1.027569,0.25872952
1.077694,0.362528
1.127820,0.56807834
1.177945,0.40223184
1.228070,0.33426636
1.278196,0.46820062
1.328321,0.40736362
1.378446,0.49930501
1.428571,0.39890414
1.478697,0.48300084
1.528822,0.68652546
1.578947,0.8366316
1.629073,0.72566682
1.679198,0.48043558
1.729323,0.43770689
1.779449,0.48558691
1.829574,0.52315229
1.879699,0.40522626
1.929825,0.25912964
1.979950,0.37667122
2.030075,0.31189522
2.080200,0.30849016
2.130326,0.41882676
2.180451,0.28607905
2.230577,0.10667392
2.280702,0.26990727
2.330827,0.27386585
2.380952,0.31947923
2.431078,0.42486218
2.481203,0.29195005
2.531328,0.10663705
2.581454,0.0105646
2.631579,0.035633776
2.681704,0.22426768
2.731830,0.39947119
2.781955,0.40331757
2.832080,0.22382517
2.882205,0.043931756
2.932331,0.11352289
2.982456,0.4489153
3.032582,0.31095827
3.082707,0.11910724
3.132832,0.1806097
3.182957,0.54160976
3.233083,0.76138467
3.283208,0.51361746
3.333333,0.45217648
3.383459,0.74948645
3.433584,0.68733692
3.483709,0.56453329
3.533835,0.48492214
3.583960,0.39298618
3.634085,0.58448631
3.684211,0.63452798
3.734336,0.62391788
3.784461,0.44251922
3.834586,0.62261641
3.884712,0.57246375
3.934837,0.49791649
3.984962,0.53828663
4.035088,0.41985178
4.085213,0.34836724
4.135338,0.19269706
4.185463,0.22667891
4.235589,0.21660681
4.285714,0.11495252
4.335840,0.017890168
4.385965,0.00043078582
4.436090,0
4.486216,0
4.536341,0
4.586466,0
4.636591,0
4.686717,0
4.736842,0
4.786967,0
4.837093,2.3923807e-05
4.887218,0.0050428966
4.937343,0.089386962
4.987469,0.21542266
5.037594,0.073430218
5.087719,0.0035005126
5.137845,1.4327173e-05
5.187970,0
5.238095,0
5.288220,3.105386e-05
5.338346,0.0025178902
5.388471,0.010075265
5.438597,0.0054751695
5.488722,0.0003616559
5.538847,0
5.588973,0.00031983666
5.639098,0.0076321638
5.689223,0.036926989
5.739348,0.045625303
5.789474,0.01690501
5.839599,0.0043102619
5.889724,0.011293528
5.939850,0.025761778
5.989975,0.02985893
6.040100,0.017486451
6.090226,0.0063494048
6.140351,0.0043693921
6.190476,0.0010562696
6.240602,0.0099987015
6.290727,0.04014029
6.340852,0.056705412
6.390977,0.070785023
6.441103,0.075109966
6.491228,0.06361191
6.541353,0.078521535
6.591479,0.12382153
6.641604,0.11940534
6.691730,0.051445063
6.741855,0.030893018
6.791980,0.078020662
6.842105,0.11156248
6.892231,0.097047269
6.942356,0.072926611
6.992481,0.057737328
7.042606,0.10002894
7.092732,0.09334328
7.142857,0.1154258
7.192983,0.13756445
7.243108,0.11500695
7.293233,0.12758964
7.343359,0.14316565
7.393484,0.16350497
7.443609,0.16767356
7.493734,0.12851906
7.543859,0.13113965
7.593985,0.1502189
7.644110,0.15272717
7.694236,0.12701063
7.744361,0.12834424
7.794486,0.16422077
7.844612,0.16437943
7.894737,0.15349115
7.944862,0.22530976
7.994987,0.27957058
8.045113,0.22274676
8.095238,0.13884863
8.145364,0.17271234
8.195489,0.17681967
8.245614,0.21422032
